path_id	rank	pmid	year	relevance_grade	classification_reason	low_relevance_causes	detected_signals	title	abstract
Q3_target_validation	34	42114577	2026	A	Contains direct engagement or target-specific functional evidence.		context;docking_only;functional_mediation;generic_experiment;network_pharmacology	Efficacy and mechanism of topical Chinese herbal formulation JieZe-1 on female lower genital tract co-infection with HSV-2 and Candida albicans via upregulating the cGAS/STING/IFN-I pathway.	ETHNOPHARMACOLOGICAL RELEVANCE: JieZe-1 (JZ-1) originates from the classic Chinese gynecological formula Yi Huang Tang and demonstrates efficacy against lower female reproductive tract infections. However, its effects and mechanisms on herpes simplex virus type 2 (HSV-2) and Candida albicans (C. albicans) co-infection remain unclear. AIM OF THE STUDY: This study aimed to investigate the effects and underlying mechanisms of JZ-1 against a co-infection model of HSV-2 and C. albicans. MATERIALS AND METHODS: The co-infection models were established in vitro (VK2, HaCaT) and in vivo (Balb/c mice). The levels of pathogen-related indicators and the expression of the cGAS/STING/IFN-I pathway were assayed via Gram staining, Western blot, qRT-PCR, immunofluorescence, and ELISA, respectively. Penciclovir and amphotericin B were employed as positive control drugs, and the effects of JZ-1 were evaluated via minimum inhibitory concentration assays, CCK8 assays, and transmission electron microscopy. Network pharmacology analysis was employed to explore the potential pathways and targets of JZ-1 in treating HSV-2 and C. albicans co-infection. By introducing siRNA and the STING inhibitor C-176, the mechanisms of JZ-1 against HSV-2 and C. albicans co-infection were explored. RESULTS: In vitro, JZ-1 downregulated gD, ALS1, ALS3, and ECE1 expression, inhibited viral invasion, and reduced fungal adhesion. In vivo, JZ-1 suppressed fungal loading, alleviated genital herpes (GH) symptoms, reduced weight loss, and alleviated pathology in mouse vulvar and vaginal tissues. Network pharmacological analysis revealed 26 overlapping targets between JZ-1 and the co-infection disease, including IFNA1. Molecular docking revealed luteolin and berberine exhibited the strongest binding affinity to stimulator of interferon genes (STING). Mechanistically, JZ-1 upregulated STING, phospho-TANK-binding kinase 1 (P-TBK1), phospho-interferon regulatory factor 3 (P-IRF3), and promoted interferons (IFN) secretion along with the interferon-stimulated genes (ISGs) expression. Upon STING inhibition with siRNA or inhibitors, the efficacy of JZ-1 was diminished. CONCLUSION: JZ-1 exerts effects against HSV-2 and C. albicans co-infection by upregulating the cGAS/STING/IFN-I pathway in a STING-dependent manner.
Q3_target_validation	35	42107750	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;context;docking_only;functional_mediation;generic_experiment;network_pharmacology	From grey relational-network pharmacology screening to mechanism elucidation: 4-methoxy-2- (3-methylethoxyethane) -phenylisobutyrate from Pimpinella diversifolia essential oil alleviates D-GalN/LPS-induced ALI by targeting the GSK-3β/NF-κB axis.	ETHNOPHARMACOLOGICAL RELEVANCE: Pimpinella diversifolia DC. is a traditional medicinal herb used in She and Miao ethnic medicine. Its root essential oil (PDREO) has demonstrated hepatoprotective effects, but its active constituents and the underlying mechanisms against acute liver injury (ALI) remain unclear. AIM OF THE STUDY: This study aimed to systematically identify the key anti-inflammatory and antioxidant components in PDREO and to elucidate their molecular mechanisms of action against ALI. MATERIALS AND METHODS: The protective effect of PDREO was evaluated in a D-galactosamine/lipopolysaccharide (D-GalN/LPS)-induced ALI mouse model. PDREO was fractionated via silica gel chromatography, and the anti-inflammatory and antioxidant activities of the fractions and PDREO were assessed in LPS-stimulated RAW264.7 macrophages. Bioactive components were screened using gas chromatography-mass spectrometry (GC-MS) fingerprinting combined with grey relational analysis. Network pharmacology and molecular docking were employed to predict targets, followed by validation using cellular thermal shift assay (CETSA) and bio-layer interferometry (BLI). The mechanisms of the lead compound were further investigated in vitro and in vivo. RESULTS: PDREO significantly ameliorated D-GalN/LPS-induced liver damage, inflammation, and oxidative stress in mice. Six bioactive compounds were identified, among which 4-methoxy-2-(3-methyloxiranyl)phenyl isobutyrate (compound P59) exhibited the most potent activity. Network pharmacology and molecular docking predicted glycogen synthase kinase 3β (GSK-3β) as a key target. CETSA and BLI confirmed the direct binding of P59 to GSK-3β. Mechanistically, P59 promoted the inhibitory phosphorylation of GSK-3β, subsequently suppressed NF-κB p65 nuclear translocation, and downregulated pro-inflammatory cytokines. These effects were consistently observed in both LPS-stimulated macrophages and the D-GalN/LPS-induced ALI mouse model. Furthermore, p65 overexpression abrogated the inhibitory effect of P59 on pro-inflammatory cytokine secretion, validating NF-κB as the essential downstream effector of the GSK-3β/NF-κB axis. CONCLUSION: This study reveals that PDREO alleviates ALI through its anti-inflammatory and antioxidant properties. Compound P59 is identified as a pivotal active constituent that exerts hepatoprotection by directly targeting GSK-3β and inhibiting the GSK-3β/NF-κB signaling pathway. Our findings provide a pharmacological basis for the traditional use of P. diversifolia and highlight P59 as a promising candidate for ALI drug development.
Q3_target_validation	36	42106018	2026	A	Contains direct engagement or target-specific functional evidence.		context;docking_only;functional_mediation;generic_experiment;network_pharmacology	Euphorbia humifusa Willd. alleviates ulcerative colitis by inhibiting lipid peroxidation via ACSL4/COX-2 axis.	ETHNOPHARMACOLOGICAL RELEVANCE: Herba Euphorbiae Humifusae (Euphorbia humifusa Willd., EH), named Dijincao, a traditional Chinese herbal medicine used to treat dysentery and enteritis, shows therapeutic potential for ulcerative colitis (UC), yet its mechanism remains unclear. AIM OF THE STUDY: To elucidate the efficacy of EH against UC and its mechanism. MATERIALS AND METHODS: The effect of EH extract (EHE) on UC was evaluated using DSS-induced mice. Integrated analysis of metabolomics and network pharmacology based on the colonic exposure of prototypes in EHE predicted key targets and pathways involved in the treatment of UC, while molecular docking and biological experiments investigated the mechanism. Spearman's correlation analysis identified key anti-UC active components, followed by in vitro activity and mechanistic validation in RSL3-induced HCT116 cells and intestinal organoid models. RESULTS: EHE alleviated UC mice in a dose-dependent manner. Network pharmacology predicted the major targets of the 18 colonic exposure components in EHE to be signaling pathways involved in inflammation and lipid metabolism. Metabolomics revealed that EHE primarily regulated glutathione metabolism and arachidonic acid metabolism. Through the integrated analysis of network pharmacology and metabolomics, suggesting that lipid peroxidation involving 11 pivotal targets may mediate the beneficial effect of EHE against UC, while molecular docking analysis and experiments substantiated that the amelioratory action of EHE partially contributed to its inhibition on ACSL4/COX-2 axis mediated lipid peroxidation. Notably, quercetin, kaempferol and naringenin, as key active constituents of EHE against UC, demonstrated the direct regulatory effect on ACSL4/COX-2 axis mediated lipid peroxidation in vitro, which was attenuated upon treatment with overexpressed ACSL4. CONCLUSIONS: This study demonstrated that EH ameliorates UC by modulating ACSL4/COX-2 axis mediated lipid peroxidation, thereby enhancing our understanding of the mechanism underlying EH against UC.
Q3_target_validation	37	42106016	2026	A	Contains direct engagement or target-specific functional evidence.		context;functional_mediation;network_pharmacology	Herb pair of Eucommiae Folium and Gardeniae Fructus enhanced hippocampal PACAP-mediated neuroplasticity via the non-classic downstream PI3K/AKT signaling to exert antidepressant effects.	ETHNOPHARMACOLOGICAL RELEVANCE: Conventional antidepressant therapy necessitates prolonged medication, which can result in a plethora of adverse effects, including osteoporosis. Eucommiae Folium (EF) has been demonstrated to alleviate depressive symptoms and osteoporosis. Gardeniae Fructus (GF) also has remarked antidepressant potential, which is often used together with EF as a herb pair in the clinics. This herb pair is highly valuable in synergistically and safely exerting antidepressant effects. AIM OF THE STUDY: PACAP is a novel antidepressant target, via enhancing neuroplasticity. Here, we aimed to examine the synergistic effects of EF and GF (EG) on depression, and test underlying mechanisms of PACAP and its downstream signaling. MATERIALS AND METHODS: The antidepressant effects of EG were confirmed in both CUMS and LPS depression models, with fluoxetine as a positive control. Network pharmacology analysis was utilized to reveal the associated mechanisms. The key signaling mechanisms were examined with immunoblotting and immunofluorescence, and further verified by knockdown of PACAP with virus-mediated RNAi. RESULTS: EG exhibited synergistic efficacy in antidepressant response. EG alleviated depressive and anxiety symptoms in both the CUMS and LPS models, with effects comparable to fluoxetine. Network pharmacology analysis revealed the important role of PI3K/AKT/mTOR signaling pathway, which was verified in the hippocampus following EG treatment. Moreover, the expression of the potential upstream activator, PACAP, was also upregulated, in addition to enhanced the expressions of the synaptic proteins PSD95 and Synapsin-1. EG reduced the number of Iba-1+ microglial cells and their cell areas, and increased the number of BDNF+ cells in the hippocampus. Importantly, hippocampal PACAP knockdown blunted the antidepressant effects of EG and the PI3K/AKT/mTOR signaling. CONCLUSIONS: The herb pair of Eucommiae Folium and Gardeniae Fructus synergistically elicited antidepressant effects, likely via activating hippocampal PACAP and its downstream PI3K/AKT/mTOR signaling.
Q3_target_validation	38	42092473	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;context;docking_only;network_pharmacology	Comparative pharmacodynamic material basis of oral and colonic administration of Baitouweng decoction in experimental ulcerative colitis.	"ETHNOPHARMACOLOGICAL RELEVANCE: Baitouweng Decoction (BTWD) is a traditional Chinese medicine formula widely used in clinical practice for treating ulcerative colitis (UC). However, its precise therapeutic mechanisms remain unclear. AIM OF THE STUDY: This study investigates the therapeutic effects of BTWD administered via colon and oral routes in a UC model induced by fecal microbiota transplantation (FMT) and dextran sodium sulfate (DSS). It further explores the distinct pharmacological mechanisms associated with each route of administration. MATERIALS AND METHODS: Male rats with UC induced by human-derived FMT and DSS were treated with BTWD via oral or colonic administration. Therapeutic outcomes were evaluated through clinical indicators and histopathology. Drug metabolites in serum and colon contents were analyzed by Ultra Performance Liquid Chromatography-Q Exactive-Orbitrap Mass Spectrometer (UPLC-QE-Orbitrap MS). Serum and fecal metabolomics identified disease-related biomarkers. Potential active substances were screened by correlating serum and fecal biomarkers with BTWD-derived components. Key active substances and targets were identified through network pharmacology and molecular docking, clarifying the pharmacological basis of each administration route. Surface plasmon resonance (SPR) and Western blot were performed to experimentally validate the binding interactions and target protein expression. RESULTS: Both administration routes of BTWD significantly alleviated UC symptoms. Compared to the model group, BTWD-treated rats exhibited reduced weight loss, lower disease activity index (DAI) scores, and recovered colon length. Serum levels of pro-inflammatory cytokines IL-6, IL-17, and IL-1β were decreased, while anti-inflammatory IL-10 was increased. Expression of Occludin and MUC2 proteins in colon tissue was significantly upregulated. In total, 82 serum and 70 colon components were identified following oral administration, while colonic administration yielded 73 serum and 78 colon components. Correlation analysis screened 36 active components associated with colonic administration and 25 with oral administration. Network pharmacology and molecular docking suggested that core components from colon administration (Anemoside B4, Betulonic acid) may act via targets such as EGFR, LCK, and MET, while oral components (Berberine, Oxyepiberberine) may target AURKA, MET, and PTGS2. SPR confirmed direct binding of anemoside B4 and berberine to EGFR with KD values of 9.47E-04 M and 2.96E-04 M, respectively. Western blot revealed route-dependent modulation of EGFR, PTGS2, LCK and AURKA expression, corroborating the predicted targeting. CONCLUSION: BTWD is effective in treating UC through both colonic and oral administration. This study provides a comprehensive ""efficacy-component-metabolism-target"" analysis that reveals distinct pharmacological mechanisms underlying each administration route. These findings support the traditional use of BTWD and offer a theoretical foundation for developing optimized, route-specific therapies for UC."
Q3_target_validation	39	42086154	2026	A	Contains direct engagement or target-specific functional evidence.		context;functional_mediation;network_pharmacology	Processing with Cuscuta chinensis Lam. juice mitigates Tripterygium wilfordii Hook.F. toxicity via a multi-mechanistic approach and enhances its anti-rheumatic efficacy.	ETHNOPHARMACOLOGICAL RELEVANCE: Tripterygium wilfordii Hook.F. (LGT) is a potent anti-rheumatic herb whose clinical utility is severely limited by multi-organ toxicity, particularly to the reproductive system. Detoxification strategies that preserve efficacy are urgently needed. Proper herb-juice excipient processing, a traditional Chinese medicine detoxification strategy, may mitigate toxicity while enhancing efficacy. OBJECTIVE: This study aimed to evaluate whether processing LGT with the juice of Cuscuta chinensis Lam. (TSZ), a kidney-tonifying herb, could reduce toxicity and elucidate the underlying mechanisms. MATERIALS AND METHODS: The optimal processing protocol was determined by measuring triptolide (TP) content via HPLC. The detoxification effects of TSZ-processed LGT (TL) were assessed in mice after 90-day administration through histopathology and serum biomarkers. Mechanisms were investigated using network pharmacology prediction, Western blotting for G protein-coupled estrogen receptor (GPER), 16S rDNA sequencing for gut microbiota, and HPLC for component analysis. Anti-rheumatic efficacy was evaluated in a collagen-induced arthritis (CIA) model. RESULTS: The results demonstrated that Processing with 20% TSZ juice maximally reduced TP content. TL significantly alleviated LGT-induced reproductive, hepatic, and renal toxicity, reversed testicular GPER overexpression, and restored gut microbiota dysbiosis (e.g., increased Ligilactobacillus). Three TSZ-derived flavonoids (hyperoside, astragalin, isoquercitrin) were introduced into TL. In the CIA model, medium-dose TL retained anti-rheumatic efficacy comparable to raw LGT, while high-dose TL exhibited superior efficacy, indicating a broadened therapeutic window. CONCLUSION: In conclusion, TSZ juice processing effectively attenuates LGT toxicity, potentially mediated by a multi-mechanistic approach involving reduction of TP, introduction of protective flavonoids, modulation of gut microbiota, and regulation of testicular GPER. Crucially, this processing strategy broadens the therapeutic window of LGT, offering a promising approach for its safer clinical application.
Q3_target_validation	40	42044778	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;context;docking_only;generic_experiment;network_pharmacology	Elucidation of the mechanisms and therapeutic effects of Sini Decoction on anxiety induced by forced swimming stress in mice.	ETHNOPHARMACOLOGICAL RELEVANCE: Sini Decoction (SND) is a famous prescription from the 'Treatise on Febrile Diseases,' composed of Aconitum carmichaeli Debx., Zingiber officinale Roscoe and Glycyrrhiza uralensis Fisch. It has been widely used in clinical practice within traditional Chinese medicine. According to in-depth studies, SND has demonstrated significant positive effects on psychiatric treatment. However, the efficacy and the mechanisms by which SND treats anxiety remain unclear. AIM OF THE STUDY: This study aimed to investigate the therapeutic effect and mechanisms of SND on anxiety induced by forced swimming (FS) stress in mice. MATERIALS AND METHODS: Based on this, we first evaluated the safety of SND, and then used the anxiety model induced by FS to evaluate the therapeutic potential of SND. To further explore the molecular mechanism of SND in treating anxiety, we used network pharmacology combined with UHPLC-Q-Orbitrap-HRMS to predict the therapeutic targets and action pathways associated with SND. We then verified these predictions using molecular docking, CETSA experiments, immunofluorescence, and Western blotting. Finally, PI3K agonists are given to verify whether SND exerts anxiolytic effects through the PI3K/Akt pathway. RESULTS: The results of this study indicate that SND, at a maximum dose of 273.6 g/kg, does not cause acute toxicity in mice and has no significant effects on body weight, food intake, or histopathology of organs and tissues, demonstrating good safety. It can significantly increase the activity of anxious mice in the central area of the open field and the time spent in the open arms of the elevated plus maze, as well as improve hippocampal neuron damage, confirming its anxiolytic effects. Through network pharmacology and experimental validation, the study elucidated that its core mechanism involves regulating the PI3K/Akt signaling pathway, with 6-gingerol and Licochalcone B stably binding to core targets, experimental validation showed that SND downregulates the expression of PI3K and Akt proteins in this pathway, an effect that can be reversed by a PI3K agonist. CONCLUSION: SND is a safe and effective anxiolytic formula, and its mechanism of action is related to the inhibition of the PI3K/Akt signaling pathway. Our research provides a pharmacological basis for the traditional use of SND and indicates that it is a promising candidate drug for the further development of treatments for anxiety.
Q3_target_validation	41	42190537	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;docking_only;functional_mediation;generic_experiment;network_pharmacology	The manipulation of the cedrol metabolism pathway by baricitinib and its immune interaction mechanism against chemotherapy-induced alopecia.	Cedrol (CE), a bioactive component derived from ginger, has demonstrated a favorable anti-chemical-induced alopecia (CIA) effect, yet the combined therapeutic efficacy and underlying mechanism of CE with baricitinib (BT) remain unreported. This study was designed to explore the key synergistic mechanism through which the co-administration of CE and BT (CE + BT) alleviates cyclophosphamide (CP)-induced immunosuppression and exerts therapeutic effects against CIA. The anti-CIA activity of CE + BT was validated in a CP-induced CIA mouse model; to elucidate the potential synergistic mechanism of CE + BT, molecular docking and molecular dynamics simulations were performed in combination, and additionally, analytical techniques including GC-MS, LC-MS, and HPLC, as well as biological approaches such as qRT-PCR, enzyme inhibition assays, siRNA-mediated interference, cellular thermal shift assay, and mouse imaging, were employed to investigate the synergistic interactions and metabolic crosstalk between CE and BT. The results showed that CE + BT could effectively promote hair regrowth and ameliorate immunosuppression in CIA mice; network pharmacology analysis revealed that CE + BT mediates its synergistic anti-CIA effect via the PTGS2/CDK4 signaling pathway, which was further verified by multi-dimensional experiments; metabolic pathway analysis indicated that when combined with BT, CE + BT could inhibit the formation of CE epoxide and ring-opening metabolites, slow down the in vivo and in vitro metabolism of CE (with no impact on BT metabolism), and enhance the cutaneous retention of CE. CE + BT can alleviate hair loss in CIA mice, and the PTGS2/CDK4 pathway has been identified as the key pathway responsible for its synergistic therapeutic effects, providing novel alternative treatment strategies and insights for the precision clinical application of BT.
Q3_target_validation	42	42501548	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;docking_only;functional_mediation;generic_experiment;network_pharmacology	Rhubarb extract attenuates periodontitis by modulating an MMP3-associated inflammatory-ferroptotic axis: Integrated multi-omics analysis and experimental validation.	BACKGROUND: Periodontitis is a chronic inflammatory disease characterized by dysregulated host immunity, oxidative injury, connective tissue breakdown, and alveolar bone loss. Rhubarb (Rhei Radix et Rhizoma) has anti-inflammatory and redox-modulating properties, but its therapeutic mechanism in periodontitis remains unclear. PURPOSE: This study investigated whether rhubarb extract alleviates periodontal inflammatory injury and explored the role of matrix metalloproteinase 3 (MMP3) in periodontitis and ferroptosis. METHODS: The rhubarb extract was profiled by UPLC-Q-TOF-MS. Network pharmacology, transcriptomics, and untargeted metabolomics were integrated to identify targets and pathways. LPS-stimulated human gingival fibroblasts (HGFs), MMP3 knockdown and overexpression, molecular docking, molecular dynamics simulation, surface plasmon resonance (SPR), and a rat periodontitis model were used for mechanistic validation. RESULTS: The rhubarb extract contained anthraquinone derivatives. Integrated multiomics identified MMP3 as a rhubarb-responsive hub linked to inflammatory activation and ferroptosis-related metabolic disruption. Rhubarb extract inhibited LPS-induced NF-κB activation and cytokine production, restored the SLC7A11/GPX4 antioxidant defense axis, and suppressed ACSL4/LPCAT3-associated lipid remodeling. These effects were accompanied by reduced ROS generation, Fe²⁺ accumulation, lipid peroxidation, and mitochondrial damage. MMP3 silencing partially mimicked the anti-ferroptotic effects of rhubarb extract, whereas MMP3 overexpression weakened its cytoprotective activity. Molecular docking, molecular dynamics simulation, and SPR analyses supported direct interactions between representative rhubarb constituents and MMP3. In vivo, rhubarb extract reduced periodontal inflammation, collagen degradation, iron deposition, osteoclast formation, and alveolar bone loss. CONCLUSION: Rhubarb extract attenuates experimental periodontitis by suppressing inflammation, ferroptosis-related lipid peroxidation, and osteoclast-mediated bone resorption, partly through the modulation of an MMP3-associated inflammatory-ferroptotic axis.
Q3_target_validation	43	42484235	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;context;docking_only;generic_experiment;method_weak;network_pharmacology	Integrated GNPS Molecular Networking and Network Pharmacology Uncover Methylophiopogonanone B as a Novel Anti-Inflammatory Agent From Polygonatum cyrtonema Hua Targeting the SRC-PI3K-Akt Pathway.	Inflammation is a defensive immune response to tissue damage or infection. Polygonatum cyrtonema Hua (P. cyrtonema Hua, PCH) is bioactive on immune homeostasis due to its rich components and reportedly plays a therapeutic role in the treatment and prevention of diabetes. Flavonoids of PCH possess anti-inflammatory properties, but their molecular mechanisms remain elusive. Here, chemical profiling of key flavonoids was conducted using UPLC-QTOF-MS/MS and the Global Natural Products Social Molecular Networking (GNPS) platform. Network pharmacology predicted potential targets and pathways, validated by molecular docking, surface plasmon resonance (SPR), and western blotting. Totally, 67 compounds were identified, with methylophiopogonanone B (MOB) as the key bioactive flavonoid. Although MOB's anti-inflammatory activity has been previously noted, the present study provides the first evidence that this effect may be mediated through targeting SRC and modulating the PI3K/AKT signaling axis. Core therapeutic targets were identified as SRC, TNF, and AKT1 by topological analysis of network pharmacology. Molecular docking and SPR confirmed strong MOB-SRC binding affinity. Western blotting revealed MOB dose-dependently inhibited LPS-induced phosphorylation of SRC, PI3K, and AKT1, without altering total protein levels. Furthermore, MOB significantly suppressed the phosphorylation of NF-κB pathway proteins IκB and p65, confirming the involvement of NF-κB as a downstream effector. In conclusion, this study integrates chemical profiling and network pharmacology with experimental validation to define the flavonoid composition of PCH, and is the first to implicate the SRC-PI3K-Akt pathway in MOB's anti-inflammatory action and providing novel evidence supporting the mechanism and use of PCH in contemporary diabetes treatment.
Q3_target_validation	44	42462532	2026	A	Contains direct engagement or target-specific functional evidence.		docking_only;functional_mediation;generic_experiment;network_pharmacology	Potentially regulating the ApoB RNA editosome via FXR activation: The natural compound continentalic acid alleviates hepatic fibrogenesis.	BACKGROUND: Hepatic fibrosis is a reversible wound-healing response to acute or chronic liver injury, and currently lacks effective therapeutic drugs. Continentalic acid (CNT) is the effective ingredient from Aralia continentalis Kitag., used as medicinal and edible homologous plant, and exhibits anti-inflammatory and hepatoprotective effects. PURPOSE: The study investigates the therapeutic effect of CNT against liver fibrosis and elucidates its potential molecular mechanism. METHODS: HSCs or LX-2 cells were stimulated with TGF-β or conditioned medium from LPS-primed macrophages, and then cultured with CNT, GW4064 or Guggulsterone, or deficient FXR by siRNA. Hepatic fibrosis was induced in mice by TAA and subjected to treatment with CNT, Pirfenidone (PFD). Network pharmacology and molecular docking were used to predict potential targets of CNT. Finally, the necessity of FXR on CNT against hepatic fibrosis was validated in TAA induced model through FXR knockdown mediated by adeno-associated virus (AAV). RESULTS: CNT significantly inhibited the accumulation of extracellular matrix (ECM) and inflammatory factors in activated HSCs. CNT effectively reduced liver collagen deposition and inflammatory response in TAA-induced mice. Network pharmacology and experimental verification showed that CNT could activate FXR to further inhibit Apobec1/A1CF. Validated by agonist, inhibitors, or FXR siRNA, the inhibition or knockdown of FXR significantly weakened the inhibitory effects of CNT on Apobec1/A1CF and HSCs activation. Chromatin immunoprecipitation (ChIP) assay further indicated that FXR can bind to the promoter region of the APOBEC1, implying a potential transcriptional regulatory function. CNT could regulate the crosstalk of macrophages and HSCs by activating FXR and inhibiting Apobec1/A1CF. FXR deficiency also blocked the regulation of CNT on activated HSCs stimulated with conditioned medium from macrophage. FXR knockdown significantly exacerbated TAA induced liver fibrosis formation and weakened the ability of CNT alleviating liver fibrosis in AAV-NR1H4 mice. CONCLUSION: CNT could ameliorate hepatic fibrosis and HSCs activation, which might be potentially implicated in the activating FXR to inhibit ApoB production mediated by Apobec1/A1CF.
Q3_target_validation	45	42462527	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;context;docking_only;functional_mediation;generic_experiment;network_pharmacology	Capillarisin, a coumarin from Artemisia capillaris, alleviates APAP hepatotoxicity by targeting GSK3β/Nrf2 to suppress ferroptosis.	BACKGROUND: Acetaminophen (APAP) overdose is a leading cause of acute liver failure worldwide, characterized by oxidative stress-driven hepatocyte necrosis. Recent evidence implicates ferroptosis, an iron-dependent cell death, as a critical pathogenic event. Artemisia capillaris Thunb. (ACE) is a traditional hepatoprotective herb; however, its bioactive constituents and molecular targets regulating ferroptosis remain elusive. PURPOSE: This study aimed to identify the bioactive compounds of ACE and elucidate the molecular mechanism underlying its protective effect against APAP-induced hepatotoxicity, with a specific focus on the ferroptosis pathway. METHODS: We integrated multi-omics, network pharmacology, and rigorous biophysical assays to decipher the protective mechanism. The ethanol extract of A. capillaris was chemically characterized using UPLC-LTQ-Orbitrap MS. An APAP-induced acute liver injury model in C57BL/6 mice and primary mouse hepatocytes were employed. Transcriptomics (RNA-seq) was utilized to identify key signaling pathways. The direct physical interaction between the active compound and its target was validated using Microscale Thermophoresis (MST), Cellular Thermal Shift Assay (CETSA), Drug Affinity Responsive Target Stability (DARTS), and molecular dynamics (MD) simulations. Functional validation was performed using gene overexpression and specific inhibitors. RESULTS: ACE pretreatment significantly attenuated APAP-induced liver injury, inflammation, and oxidative stress in mice. Transcriptomic profiling identified ferroptosis as a primary target pathway. Through chemical screening, we identified Capillarisin as the key bioactive coumarin responsible for this effect. Capillarisin treatment effectively suppressed lipid peroxidation, iron overload, and the expression of ferroptotic markers (COX2, ACSL4) while restoring GPX4 levels both in vivo and in vitro. Mechanistically, we demonstrated that Capillarisin acts as a direct inhibitor of Glycogen Synthase Kinase 3β (GSK3β). Capillarisin binds stably to the ATP-binding pocket of GSK3β (Kd = 0.87 µM), thereby inhibiting its kinase activity. This inhibition blocks the phosphorylation-dependent degradation of Nrf2, promoting its nuclear translocation and the subsequent transcriptional activation of anti-ferroptotic genes (Gpx4, Slc7a11). Overexpression of GSK3β or pharmacological inhibition of Nrf2 abolished the protective effects of Capillarisin. CONCLUSION: Our study reveals a novel mechanism whereby Capillarisin alleviates APAP-induced hepatotoxicity by directly targeting GSK3β to activate the Nrf2-mediated anti-ferroptosis defense. These findings provide a rigorous scientific basis for the ethnopharmacological use of Artemisia capillaris and highlight Capillarisin as a promising lead candidate for targeting GSK3β in the treatment of drug-induced liver injury.
Q3_target_validation	46	42435524	2026	A	Contains direct engagement or target-specific functional evidence.		binding_engagement;docking_only;generic_experiment;method_weak;network_pharmacology	Shiyiwei Shenqi Pian-derived quercetin reactivates apoptosis in clear cell renal cell carcinoma by destabilizing survivin and x-linked inhibitor of apoptosis protein.	BACKGROUND: Clear cell renal cell carcinoma (ccRCC) strongly resists apoptosis via baculoviral inhibitor of apoptosis repeat-containing 5 (BIRC5) and X-linked inhibitor of apoptosis protein (XIAP). Meanwhile, the specific anti-ccRCC mechanisms of the pro-apoptotic herbal mixture Shiyiwei Shenqi Pian (SSP) remain undefined. PURPOSE: To systematically discover the key bioactive compound within SSP and characterize its precise mechanism of action in uncoupling the oncogenic BIRC5-XIAP complex. STUDY DESIGN: An advanced integrative strategy combining network pharmacology, transcriptomic profiling, machine-learning, and structural dynamic simulations was utilized to screen and predict therapeutic targets. The in silico findings were then rigorously and sequentially validated across multiple experimental platforms, progressing from in vitro cell models to in vivo CDX and PDX settings. METHODS: A multi-omics framework was applied to investigate the mechanisms of SSP in ccRCC. Active compounds and disease-related targets were identified through database mining and UPLC-Q-TOF-MS profiling, followed by machine-learning-based prioritization. Molecular interactions were analyzed using docking, molecular dynamics simulations, and single-cell transcriptomics. Protein interactions and stability were validated by co-immunoprecipitation (Co-IP), microscale thermophoresis (MST), cycloheximide (CHX)-chase, and ubiquitination assays. Cellular effects were assessed by proliferation and apoptosis assays, while in vivo efficacy was evaluated using CDX and PDX models. RESULTS: Shared SSP-ccRCC targets were enriched in apoptosis-related pathways, and intact SSP extract suppressed ccRCC cell proliferation and clonogenic growth in vitro. Multi-cohort machine-learning modeling identified BIRC5 as a key prognostic target. Among the major SSP-derived compounds, quercetin showed favorable binding to BIRC5 and XIAP and was selected for mechanistic validation. Single-cell and bulk transcriptomic analyses confirmed co-enrichment and positive correlation of BIRC5 and XIAP in ccRCC. Mechanistically, quercetin disrupted the BIRC5-XIAP complex, weakened their direct protein interaction, and accelerated ubiquitin-mediated degradation of both proteins. This process restored caspase activation and induced caspase-dependent apoptosis, leading to reduced cell proliferation and colony formation. In CDX and PDX models, quercetin suppressed tumor growth and reduced BIRC5/XIAP pathway activity. CONCLUSION: Quercetin was identified as a major mechanistically validated active constituent of SSP. It suppresses ccRCC growth by destabilizing the BIRC5-XIAP anti-apoptotic complex and reactivating caspase-dependent apoptosis, supporting its potential as a therapeutic lead for ccRCC.
